kind,size,size_kb,root,depth,path,nested_under,rollup_parent
support/container,32.0 KiB,32,/Users/yaniv/Library/Containers,1,/Users/yaniv/Library/Containers/com.apple.DifferentialPrivacy.TelemetryAggregator,,false
support/container,32.0 KiB,32,/Users/yaniv/Library/Containers,1,/Users/yaniv/Library/Containers/com.apple.aiml.mlpt.FedStats.MLHostPluginClassA,,false
support/container,32.0 KiB,32,/Users/yaniv/Library/Containers,1,/Users/yaniv/Library/Containers/com.apple.calculator.CalculatorWidget,,false
support/container,32.0 KiB,32,/Users/yaniv/Library/Containers,1,/Users/yaniv/Library/Containers/com.apple.SiriUI.SiriUISetupXPC,,false
support/container,32.0 KiB,32,/Users/yaniv/Library/Containers,1,/Users/yaniv/Library/Containers/com.apple.systempreferences.GeneralSettings,,false
support/container,32.0 KiB,32,/Users/yaniv/Library/Containers,1,/Users/yaniv/Library/Containers/com.apple.LinkedNotesUIService,,false
support/container,32.0 KiB,32,/Users/yaniv/Library/Containers,1,/Users/yaniv/Library/Containers/com.apple.CryptoTokenKit.ctkcard.ctkcardtoken,,false
support/container,32.0 KiB,32,/Users/yaniv/Library/Containers,1,/Users/yaniv/Library/Containers/com.apple.dock.controls,,false
cache-like,32.0 KiB,32,/Users/yaniv/Library/Containers,1,/Users/yaniv/Library/Containers/com.apple.unilog.search.MacMailSearchLogProcessor,,false
support/container,32.0 KiB,32,/Users/yaniv/Library/Containers,1,/Users/yaniv/Library/Containers/com.apple.AirPlayUIAgent,,false
support/container,32.0 KiB,32,/Users/yaniv/Library/Containers,1,/Users/yaniv/Library/Containers/com.apple.fskit.ModuleEnablement,,false
support/container,32.0 KiB,32,/Users/yaniv/Library/Containers,1,/Users/yaniv/Library/Containers/com.apple.lighthouse.BiomeLibraryEventUploader,,false
support/container,32.0 KiB,32,/Users/yaniv/Library/Containers,1,/Users/yaniv/Library/Containers/com.apple.parsec.SafariAssistantWorker,,false
support/container,32.0 KiB,32,/Users/yaniv/Library/Containers,1,/Users/yaniv/Library/Containers/com.apple.contacts.ContactsCoreSpotlightExtension,,false
support/container,32.0 KiB,32,/Users/yaniv/Library/Containers,1,/Users/yaniv/Library/Containers/com.pilotmoon.scroll-reverser.launcher,,false
cache-like,28.0 KiB,28,/Users/yaniv/Library/Caches,2,/Users/yaniv/Library/Caches/Mozilla/updates,/Users/yaniv/Library/Caches/Mozilla,false
cache-like,28.0 KiB,28,/Users/yaniv/Library/Caches,2,/Users/yaniv/Library/Caches/claude-cli-nodejs/-Users-yaniv-dev-py106,/Users/yaniv/Library/Caches/claude-cli-nodejs,false
cache-like,28.0 KiB,28,/Users/yaniv/Library/Caches,1,/Users/yaniv/Library/Caches/com.apple.cache_delete,,false
cache-like,28.0 KiB,28,/Users/yaniv/Library/Logs,1,/Users/yaniv/Library/Logs/LM Studio,,false
cache-like,28.0 KiB,28,/Users/yaniv/Library/Saved Application State,1,/Users/yaniv/Library/Saved Application State/com.sonos.macController2.savedState,,false
support/container,28.0 KiB,28,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/Microsoft Edge/CertificateRevocation,/Users/yaniv/Library/Application Support/Microsoft Edge,false
support/container,28.0 KiB,28,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/Microsoft Edge/Web Notifications Deny List,/Users/yaniv/Library/Application Support/Microsoft Edge,false
support/container,28.0 KiB,28,/Users/yaniv/Library/Containers,1,/Users/yaniv/Library/Containers/com.apple.siri.SiriTTSService.synthesizer,,false
support/container,28.0 KiB,28,/Users/yaniv/Library/Containers,1,/Users/yaniv/Library/Containers/com.apple.tonelibraryd,,false
support/container,28.0 KiB,28,/Users/yaniv/Library/Containers,1,/Users/yaniv/Library/Containers/com.apple.wallpaper.extension.video,,false
support/container,28.0 KiB,28,/Users/yaniv/Library/Containers,1,/Users/yaniv/Library/Containers/com.apple.QuickLookThumbnailing.extension.ThumbnailExtension-macOS,,false
support/container,28.0 KiB,28,/Users/yaniv/Library/Containers,1,/Users/yaniv/Library/Containers/com.apple.ScreenSaver.Ventura,,false
support/container,28.0 KiB,28,/Users/yaniv/Library/Containers,1,/Users/yaniv/Library/Containers/com.apple.LoginUserService,,false
support/container,28.0 KiB,28,/Users/yaniv/Library/Containers,1,/Users/yaniv/Library/Containers/com.apple.CryptoTokenKit.pivtoken,,false
support/container,28.0 KiB,28,/Users/yaniv/Library/Containers,1,/Users/yaniv/Library/Containers/com.apple.windowmanager.ShowDesktopEducation,,false
support/container,28.0 KiB,28,/Users/yaniv/Library/Containers,1,/Users/yaniv/Library/Containers/com.apple.mcx.ProfileHelper,,false
support/container,28.0 KiB,28,/Users/yaniv/Library/Containers,1,/Users/yaniv/Library/Containers/com.apple.OSDUIHelper,,false
support/container,24.0 KiB,24,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/com.openai.atlas/system-hints-d16322da-45b7-4b7e-a1d9-318b0a3bff67,/Users/yaniv/Library/Application Support/com.openai.atlas,false
support/container,24.0 KiB,24,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/Codex/sentry,/Users/yaniv/Library/Application Support/Codex,false
support/container,24.0 KiB,24,/Users/yaniv/Library/Application Support,1,/Users/yaniv/Library/Application Support/com.apple.NewDeviceOutreach,,false
support/container,24.0 KiB,24,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/Oracle Backup/Session Storage,/Users/yaniv/Library/Application Support/Oracle Backup,false
support/container,24.0 KiB,24,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/Adobe/GUDE,/Users/yaniv/Library/Application Support/Adobe,false
support/container,24.0 KiB,24,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/Comet/FirstPartySetsPreloaded,/Users/yaniv/Library/Application Support/Comet,false
support/container,24.0 KiB,24,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/Comet/TrustTokenKeyCommitments,/Users/yaniv/Library/Application Support/Comet,false
support/container,24.0 KiB,24,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/Microsoft Edge/FirstPartySetsPreloaded,/Users/yaniv/Library/Application Support/Microsoft Edge,false
support/container,24.0 KiB,24,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/Microsoft Edge/Edge Cloud Config,/Users/yaniv/Library/Application Support/Microsoft Edge,false
support/container,24.0 KiB,24,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/Microsoft Edge/TrustTokenKeyCommitments,/Users/yaniv/Library/Application Support/Microsoft Edge,false
cache-like,24.0 KiB,24,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/Arc/ArchiveSnapshotCache,/Users/yaniv/Library/Application Support/Arc,false
support/container,24.0 KiB,24,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/iCloud/Accounts,/Users/yaniv/Library/Application Support/iCloud,false
support/container,24.0 KiB,24,/Users/yaniv/Library/Containers,1,/Users/yaniv/Library/Containers/com.apple.iBooksX.BooksThumbnail,,false
support/container,24.0 KiB,24,/Users/yaniv/Library/Containers,1,/Users/yaniv/Library/Containers/com.apple.QuickLookUIFramework.QLPreviewGenerationExtension,,false
cache-like,20.0 KiB,20,/Users/yaniv/Library/Caches,1,/Users/yaniv/Library/Caches/com.todesktop.230313mzl4w4u92.ShipIt,,false
cache-like,20.0 KiB,20,/Users/yaniv/Library/Caches,1,/Users/yaniv/Library/Caches/io.rancherdesktop.app.ShipIt,,false
support/container,20.0 KiB,20,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/obs-studio/basic,/Users/yaniv/Library/Application Support/obs-studio,false
cache-like,20.0 KiB,20,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/obs-studio/logs,/Users/yaniv/Library/Application Support/obs-studio,false
support/container,20.0 KiB,20,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/LM Studio/Session Storage,/Users/yaniv/Library/Application Support/LM Studio,false
support/container,20.0 KiB,20,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/LM Studio/Local Storage,/Users/yaniv/Library/Application Support/LM Studio,false
support/container,20.0 KiB,20,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/Cursor/Session Storage,/Users/yaniv/Library/Application Support/Cursor,false
support/container,20.0 KiB,20,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/Cursor/Local Storage,/Users/yaniv/Library/Application Support/Cursor,false
support/container,20.0 KiB,20,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/Rancher Desktop/Session Storage,/Users/yaniv/Library/Application Support/Rancher Desktop,false
support/container,20.0 KiB,20,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/com.microsoft.SharePoint-mac/com.microsoft.appcenter,/Users/yaniv/Library/Application Support/com.microsoft.SharePoint-mac,false
support/container,20.0 KiB,20,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/Codex/Session Storage,/Users/yaniv/Library/Application Support/Codex,false
support/container,20.0 KiB,20,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/Code/Session Storage,/Users/yaniv/Library/Application Support/Code,false
support/container,20.0 KiB,20,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/Comet/MEIPreload,/Users/yaniv/Library/Application Support/Comet,false
support/container,20.0 KiB,20,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/com.operasoftware.Opera/MEIPreload,/Users/yaniv/Library/Application Support/com.operasoftware.Opera,false
support/container,20.0 KiB,20,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/Code - Insiders/Session Storage,/Users/yaniv/Library/Application Support/Code - Insiders,false
support/container,20.0 KiB,20,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/Microsoft Edge/Nurturing,/Users/yaniv/Library/Application Support/Microsoft Edge,false
support/container,20.0 KiB,20,/Users/yaniv/Library/Containers,1,/Users/yaniv/Library/Containers/com.apple.ScreenSaver.Engine,,false
cache-like,16.0 KiB,16,/Users/yaniv/Library/Saved Application State,1,/Users/yaniv/Library/Saved Application State/com.apple.installer.savedState,,false
cache-like,16.0 KiB,16,/Users/yaniv/Library/Saved Application State,1,/Users/yaniv/Library/Saved Application State/com.apple.DiskUtility.savedState,,false
cache-like,16.0 KiB,16,/Users/yaniv/Library/Saved Application State,1,/Users/yaniv/Library/Saved Application State/com.adobe.Reader.savedState,,false
support/container,16.0 KiB,16,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/com.openai.chat/io.sentry,/Users/yaniv/Library/Application Support/com.openai.chat,false
support/container,16.0 KiB,16,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/com.openai.atlas/aura-suggestions-d16322da-45b7-4b7e-a1d9-318b0a3bff67,/Users/yaniv/Library/Application Support/com.openai.atlas,false
cache-like,16.0 KiB,16,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/LM Studio/Code Cache,/Users/yaniv/Library/Application Support/LM Studio,false
cache-like,16.0 KiB,16,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/Cursor/Code Cache,/Users/yaniv/Library/Application Support/Cursor,false
cache-like,16.0 KiB,16,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/Rancher Desktop/Code Cache,/Users/yaniv/Library/Application Support/Rancher Desktop,false
support/container,16.0 KiB,16,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/Rancher Desktop/Local Storage,/Users/yaniv/Library/Application Support/Rancher Desktop,false
cache-like,16.0 KiB,16,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/Codex/Code Cache,/Users/yaniv/Library/Application Support/Codex,false
cache-like,16.0 KiB,16,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/Code/Code Cache,/Users/yaniv/Library/Application Support/Code,false
cache-like,16.0 KiB,16,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/Oracle Backup/Code Cache,/Users/yaniv/Library/Application Support/Oracle Backup,false
support/container,16.0 KiB,16,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/Oracle Backup/Local Storage,/Users/yaniv/Library/Application Support/Oracle Backup,false
support/container,16.0 KiB,16,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/Comet/CookieReadinessList,/Users/yaniv/Library/Application Support/Comet,false
support/container,16.0 KiB,16,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/Comet/FileTypePolicies,/Users/yaniv/Library/Application Support/Comet,false
support/container,16.0 KiB,16,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/Comet/ProbabilisticRevealTokenRegistry,/Users/yaniv/Library/Application Support/Comet,false
cache-like,16.0 KiB,16,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/Code - Insiders/Code Cache,/Users/yaniv/Library/Application Support/Code - Insiders,false
support/container,16.0 KiB,16,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/Dia/Favicons,/Users/yaniv/Library/Application Support/Dia,false
cache-like,16.0 KiB,16,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/Slack/Code Cache,/Users/yaniv/Library/Application Support/Slack,false
cache-like,12.0 KiB,12,/Users/yaniv/Library/Caches,1,/Users/yaniv/Library/Caches/com.tinyspeck.slackmacgap.ShipIt,,false
cache-like,12.0 KiB,12,/Users/yaniv/Library/Caches,2,/Users/yaniv/Library/Caches/com.apple.VideoConference/logs,/Users/yaniv/Library/Caches/com.apple.VideoConference,false
cache-like,12.0 KiB,12,/Users/yaniv/Library/Caches,2,/Users/yaniv/Library/Caches/com.openai.codex/fsCachedData,/Users/yaniv/Library/Caches/com.openai.codex,false
cache-like,12.0 KiB,12,/Users/yaniv/Library/Logs,2,/Users/yaniv/Library/Logs/zoom.us/crashlog,/Users/yaniv/Library/Logs/zoom.us,false
cache-like,12.0 KiB,12,/Users/yaniv/Library/Logs,2,/Users/yaniv/Library/Logs/CrashReporter/DiagnosticLogs,/Users/yaniv/Library/Logs/CrashReporter,false
cache-like,12.0 KiB,12,/Users/yaniv/Library/Saved Application State,1,/Users/yaniv/Library/Saved Application State/com.f5.epi.savedState,,false
support/container,12.0 KiB,12,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/com.apple.ap.promotedcontentd/SFS,/Users/yaniv/Library/Application Support/com.apple.ap.promotedcontentd,false
support/container,12.0 KiB,12,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/com.openai.chat/system-hints-7fb09b21-c400-4a68-a7f3-1f94a035df42,/Users/yaniv/Library/Application Support/com.openai.chat,false
support/container,12.0 KiB,12,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/com.openai.chat/app_pairing_extensions,/Users/yaniv/Library/Application Support/com.openai.chat,false
support/container,12.0 KiB,12,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/com.openai.chat/models-7fb09b21-c400-4a68-a7f3-1f94a035df42,/Users/yaniv/Library/Application Support/com.openai.chat,false
support/container,12.0 KiB,12,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/com.openai.atlas/io.sentry,/Users/yaniv/Library/Application Support/com.openai.atlas,false
support/container,12.0 KiB,12,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/Comet/SSLErrorAssistant,/Users/yaniv/Library/Application Support/Comet,false
support/container,12.0 KiB,12,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/Comet/AmountExtractionHeuristicRegexes,/Users/yaniv/Library/Application Support/Comet,false
support/container,12.0 KiB,12,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/com.operasoftware.Opera/AmountExtractionHeuristicRegexes,/Users/yaniv/Library/Application Support/com.operasoftware.Opera,false
support/container,12.0 KiB,12,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/Microsoft Edge/Edge Data Protection Lists,/Users/yaniv/Library/Application Support/Microsoft Edge,false
support/container,12.0 KiB,12,/Users/yaniv/Library/Group Containers,1,/Users/yaniv/Library/Group Containers/UBF8T346G9.OfficeWordWidget,,false
support/container,12.0 KiB,12,/Users/yaniv/Library/Group Containers,1,/Users/yaniv/Library/Group Containers/group.com.apple.fskit.settings,,false
cache-like,8.0 KiB,8,/Users/yaniv/Library/Caches,2,/Users/yaniv/Library/Caches/com.openai.atlas/fsCachedData,/Users/yaniv/Library/Caches/com.openai.atlas,false
cache-like,8.0 KiB,8,/Users/yaniv/Library/Caches,2,/Users/yaniv/Library/Caches/Microsoft/uls,/Users/yaniv/Library/Caches/Microsoft,false
cache-like,8.0 KiB,8,/Users/yaniv/Library/Caches,2,/Users/yaniv/Library/Caches/com.apple.iTunesCloud/InAppMessages,/Users/yaniv/Library/Caches/com.apple.iTunesCloud,false
support/container,8.0 KiB,8,/Users/yaniv/Library/Application Support,1,/Users/yaniv/Library/Application Support/com.apple.backgroundtaskmanagementagent,,false
support/container,8.0 KiB,8,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/obs-studio/updates,/Users/yaniv/Library/Application Support/obs-studio,false
support/container,8.0 KiB,8,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/com.openai.chat/gizmos-7fb09b21-c400-4a68-a7f3-1f94a035df42,/Users/yaniv/Library/Application Support/com.openai.chat,false
support/container,8.0 KiB,8,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/Cursor/sentry,/Users/yaniv/Library/Application Support/Cursor,false
support/container,8.0 KiB,8,/Users/yaniv/Library/Application Support,1,/Users/yaniv/Library/Application Support/com.apple.appleintelligencereporting.processing,,false
support/container,8.0 KiB,8,/Users/yaniv/Library/Application Support,1,/Users/yaniv/Library/Application Support/App Store,,false
cache-like,8.0 KiB,8,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/Code/CachedConfigurations,/Users/yaniv/Library/Application Support/Code,false
support/container,8.0 KiB,8,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/Comet/OriginTrials,/Users/yaniv/Library/Application Support/Comet,false
cache-like,8.0 KiB,8,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/Code - Insiders/CachedConfigurations,/Users/yaniv/Library/Application Support/Code - Insiders,false
support/container,8.0 KiB,8,/Users/yaniv/Library/Application Support,1,/Users/yaniv/Library/Application Support/icdd,,false
support/container,8.0 KiB,8,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/Microsoft Edge/AutoLaunchProtocolsComponent,/Users/yaniv/Library/Application Support/Microsoft Edge,false
cache-like,8.0 KiB,8,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/Microsoft Edge/Crashpad,/Users/yaniv/Library/Application Support/Microsoft Edge,false
support/container,8.0 KiB,8,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/Microsoft Edge/WorkspacesNavigationComponent,/Users/yaniv/Library/Application Support/Microsoft Edge,false
support/container,8.0 KiB,8,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/Microsoft Edge/ProvenanceDataAllowList,/Users/yaniv/Library/Application Support/Microsoft Edge,false
support/container,8.0 KiB,8,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/Slack/storage,/Users/yaniv/Library/Application Support/Slack,false
support/container,8.0 KiB,8,/Users/yaniv/Library/Containers,1,/Users/yaniv/Library/Containers/com.apple.assessmentagent,,false
support/container,8.0 KiB,8,/Users/yaniv/Library/Containers,1,/Users/yaniv/Library/Containers/com.apple.managedcorespotlightd,,false
support/container,8.0 KiB,8,/Users/yaniv/Library/Group Containers,1,/Users/yaniv/Library/Group Containers/group.com.apple.siri.GMSSELFIngestor,,false
support/container,8.0 KiB,8,/Users/yaniv/Library/Group Containers,1,/Users/yaniv/Library/Group Containers/group.com.apple.FileProvider.DomainCaching,,false
support/container,8.0 KiB,8,/Users/yaniv/Library/Group Containers,1,/Users/yaniv/Library/Group Containers/group.com.apple.NetworkAuthorization.ServerMarkers,,false
support/container,8.0 KiB,8,/Users/yaniv/Library/Group Containers,1,/Users/yaniv/Library/Group Containers/group.com.facebook.family,,false
support/container,8.0 KiB,8,/Users/yaniv/Library/Group Containers,1,/Users/yaniv/Library/Group Containers/group.net.whatsapp.WhatsApp.private,,false
support/container,8.0 KiB,8,/Users/yaniv/Library/Group Containers,1,/Users/yaniv/Library/Group Containers/group.is.workflow.my.app,,false
cache-like,4.0 KiB,4,/Users/yaniv/Library/Caches,2,/Users/yaniv/Library/Caches/SentryCrash/Arc Helper,/Users/yaniv/Library/Caches/SentryCrash,false
cache-like,4.0 KiB,4,/Users/yaniv/Library/Caches,2,/Users/yaniv/Library/Caches/SentryCrash/Warp,/Users/yaniv/Library/Caches/SentryCrash,false
cache-like,4.0 KiB,4,/Users/yaniv/Library/Caches,2,/Users/yaniv/Library/Caches/SentryCrash/Dia,/Users/yaniv/Library/Caches/SentryCrash,false
cache-like,4.0 KiB,4,/Users/yaniv/Library/Caches,2,/Users/yaniv/Library/Caches/SentryCrash/Arc,/Users/yaniv/Library/Caches/SentryCrash,false
cache-like,4.0 KiB,4,/Users/yaniv/Library/Caches,2,/Users/yaniv/Library/Caches/SentryCrash/Sonos,/Users/yaniv/Library/Caches/SentryCrash,false
cache-like,4.0 KiB,4,/Users/yaniv/Library/Caches,2,/Users/yaniv/Library/Caches/PassKit/RecipientCache,/Users/yaniv/Library/Caches/PassKit,false
cache-like,4.0 KiB,4,/Users/yaniv/Library/Caches,2,/Users/yaniv/Library/Caches/com.hackemist.SDImageCache/default,/Users/yaniv/Library/Caches/com.hackemist.SDImageCache,false
cache-like,4.0 KiB,4,/Users/yaniv/Library/Caches,2,/Users/yaniv/Library/Caches/segment/ewjp2RGpYO4hHSErQ3lBOOjnR0YqolJo,/Users/yaniv/Library/Caches/segment,false
cache-like,4.0 KiB,4,/Users/yaniv/Library/Caches,1,/Users/yaniv/Library/Caches/com.apple.gamed,,false
cache-like,4.0 KiB,4,/Users/yaniv/Library/Caches,1,/Users/yaniv/Library/Caches/com.apple.DictionaryServices,,false
cache-like,4.0 KiB,4,/Users/yaniv/Library/Caches,2,/Users/yaniv/Library/Caches/com.apple.AppleMediaServices/fpdi,/Users/yaniv/Library/Caches/com.apple.AppleMediaServices,false
cache-like,4.0 KiB,4,/Users/yaniv/Library/Caches,2,/Users/yaniv/Library/Caches/.omb/devices,/Users/yaniv/Library/Caches/.omb,false
cache-like,4.0 KiB,4,/Users/yaniv/Library/Caches,2,/Users/yaniv/Library/Caches/io.sentry/870deff1b008b4e3fa96d83955a0a195dff3e1d1,/Users/yaniv/Library/Caches/io.sentry,false
cache-like,4.0 KiB,4,/Users/yaniv/Library/Caches,2,/Users/yaniv/Library/Caches/io.sentry/09e99d63755f0cddb4ad71f6b64d8365fd442912,/Users/yaniv/Library/Caches/io.sentry,false
cache-like,4.0 KiB,4,/Users/yaniv/Library/Caches,2,/Users/yaniv/Library/Caches/com.datadoghq/v2,/Users/yaniv/Library/Caches/com.datadoghq,false
cache-like,4.0 KiB,4,/Users/yaniv/Library/Logs,2,/Users/yaniv/Library/Logs/com.apple.AMPLibraryAgent/iTunes Migration,/Users/yaniv/Library/Logs/com.apple.AMPLibraryAgent,false
support/container,4.0 KiB,4,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/obs-studio/plugin_manager,/Users/yaniv/Library/Application Support/obs-studio,false
support/container,4.0 KiB,4,/Users/yaniv/Library/Application Support,1,/Users/yaniv/Library/Application Support/google-heartbeat-storage,,false
support/container,4.0 KiB,4,/Users/yaniv/Library/Application Support,1,/Users/yaniv/Library/Application Support/DiskImages,,false
support/container,4.0 KiB,4,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/com.apple.ap.promotedcontentd/APPL,/Users/yaniv/Library/Application Support/com.apple.ap.promotedcontentd,false
support/container,4.0 KiB,4,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/com.openai.chat/ChatGPTHelper,/Users/yaniv/Library/Application Support/com.openai.chat,false
cache-like,4.0 KiB,4,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/com.openai.atlas/Crashpad,/Users/yaniv/Library/Application Support/com.openai.atlas,false
support/container,4.0 KiB,4,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/com.openai.atlas/models-d16322da-45b7-4b7e-a1d9-318b0a3bff67,/Users/yaniv/Library/Application Support/com.openai.atlas,false
support/container,4.0 KiB,4,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/com.openai.atlas/profiles,/Users/yaniv/Library/Application Support/com.openai.atlas,false
cache-like,4.0 KiB,4,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/LM Studio/Crashpad,/Users/yaniv/Library/Application Support/LM Studio,false
cache-like,4.0 KiB,4,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/Cursor/Crashpad,/Users/yaniv/Library/Application Support/Cursor,false
support/container,4.0 KiB,4,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/zoom.us/CefPlugin,/Users/yaniv/Library/Application Support/zoom.us,false
support/container,4.0 KiB,4,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/Google/RLZ,/Users/yaniv/Library/Application Support/Google,false
support/container,4.0 KiB,4,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/Microsoft/DeveloperTools,/Users/yaniv/Library/Application Support/Microsoft,false
support/container,4.0 KiB,4,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/segment/iPpQNH6wvMEPKjSpizGePwfn91Kk8ds9,/Users/yaniv/Library/Application Support/segment,false
cache-like,4.0 KiB,4,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/Codex/Crashpad,/Users/yaniv/Library/Application Support/Codex,false
support/container,4.0 KiB,4,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/SonosV2/anacapa,/Users/yaniv/Library/Application Support/SonosV2,false
support/container,4.0 KiB,4,/Users/yaniv/Library/Application Support,1,/Users/yaniv/Library/Application Support/com.mitchellh.ghostty,,false
cache-like,4.0 KiB,4,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/com.operasoftware.Opera/extensions_crx_cache,/Users/yaniv/Library/Application Support/com.operasoftware.Opera,false
cache-like,4.0 KiB,4,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/com.operasoftware.Opera/Crash Reports,/Users/yaniv/Library/Application Support/com.operasoftware.Opera,false
cache-like,4.0 KiB,4,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/Code - Insiders/Crashpad,/Users/yaniv/Library/Application Support/Code - Insiders,false
support/container,4.0 KiB,4,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/Microsoft Edge/OriginTrials,/Users/yaniv/Library/Application Support/Microsoft Edge,false
support/container,4.0 KiB,4,/Users/yaniv/Library/Application Support,1,/Users/yaniv/Library/Application Support/com.apple.windowmanager,,false
cache-like,4.0 KiB,4,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/Slack/Crashpad,/Users/yaniv/Library/Application Support/Slack,false
support/container,4.0 KiB,4,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/Slack/sentry,/Users/yaniv/Library/Application Support/Slack,false
