app,bundle_id,kind,size,size_kb,reason,path,also_matched_by
Brave Browser,com.brave.Browser,cache-like-inside-support,6.0 MiB,6100,cache-like descendant,/Users/yaniv/Library/Application Support/BraveSoftware/Brave-Browser/ShaderCache,
Opera,com.operasoftware.Opera,cache-like-inside-support,5.8 MiB,5960,cache-like descendant,/Users/yaniv/Library/Application Support/com.operasoftware.Opera/Default/GPUCache,
Code,com.microsoft.VSCode,cache-like-inside-support,5.6 MiB,5704,cache-like descendant,/Users/yaniv/Library/Application Support/Code/GPUCache,
Code - Insiders,com.microsoft.VSCodeInsiders,cache-like-inside-support,5.6 MiB,5704,cache-like descendant,/Users/yaniv/Library/Application Support/Code - Insiders/GPUCache,
Arc,company.thebrowser.Browser,cache-like-inside-support,5.6 MiB,5704,cache-like descendant,/Users/yaniv/Library/Application Support/Arc/User Data/ShaderCache,
Arc,company.thebrowser.Browser,cache-like-inside-support,5.6 MiB,5704,cache-like descendant,/Users/yaniv/Library/Application Support/Arc/User Data/Default/GPUCache,
Brave Browser,com.brave.Browser,cache-like-inside-support,5.6 MiB,5704,cache-like descendant,/Users/yaniv/Library/Application Support/BraveSoftware/Brave-Browser/Default/GPUCache,
Microsoft Edge,com.microsoft.edgemac,cache-like-inside-support,5.6 MiB,5704,cache-like descendant,/Users/yaniv/Library/Application Support/Microsoft Edge/Default/GPUCache,
Comet,ai.perplexity.comet,cache-like-inside-support,5.6 MiB,5704,cache-like descendant,/Users/yaniv/Library/Application Support/Comet/Default/GPUCache,
LastPass,com.lastpass.lastpassmacdesktop,cache-like,5.5 MiB,5672,bundle-id cache,/Users/yaniv/Library/Caches/com.lastpass.lastpassmacdesktop,
Numbers,com.apple.iWork.Numbers,support/container,5.5 MiB,5592,bundle-id container,/Users/yaniv/Library/Containers/com.apple.iWork.Numbers,
Microsoft Excel,com.microsoft.Excel,cache-like-inside-support,5.3 MiB,5424,cache-like descendant,/Users/yaniv/Library/Containers/com.microsoft.Excel/Data/Library/Caches,
Microsoft PowerPoint,com.microsoft.Powerpoint,cache-like-inside-support,5.2 MiB,5276,cache-like descendant,/Users/yaniv/Library/Containers/com.microsoft.Powerpoint/Data/Library/Application Support/Microsoft/FontPreviewCache,
Microsoft Excel,com.microsoft.Excel,cache-like-inside-support,5.1 MiB,5244,cache-like descendant,/Users/yaniv/Library/Containers/com.microsoft.Excel/Data/Library/Application Support/Microsoft/FontPreviewCache,
Dia,company.thebrowser.dia,cache-like-inside-support,5.1 MiB,5180,cache-like descendant,/Users/yaniv/Library/Application Support/Dia/User Data/GraphiteDawnCache,
Pages,com.apple.iWork.Pages,support/container,4.9 MiB,5020,bundle-id container,/Users/yaniv/Library/Containers/com.apple.iWork.Pages,
Sublime Text,com.sublimetext.4,support/container,4.8 MiB,4944,safe fuzzy exact/segment match,/Users/yaniv/Library/Application Support/Sublime Text,
Sonos,com.sonos.macController2,cache-like,4.8 MiB,4888,safe fuzzy exact/segment match,/Users/yaniv/Library/Logs/Sonos,
Microsoft Word,com.microsoft.Word,cache-like-inside-support,4.6 MiB,4660,cache-like descendant,/Users/yaniv/Library/Containers/com.microsoft.Word/Data/Library/Caches,
Claude,com.anthropic.claudefordesktop,support/container,4.5 MiB,4616,safe fuzzy exact/segment match,/Users/yaniv/Library/Application Support/Claude,
Microsoft Teams classic,com.microsoft.teams,cache-like-inside-support,4.5 MiB,4596,cache-like descendant,/Users/yaniv/Library/Application Support/Microsoft/Teams/Code Cache,
Cursor,com.todesktop.230313mzl4w4u92,cache-like-inside-support,4.4 MiB,4496,cache-like descendant,/Users/yaniv/Library/Application Support/Cursor/GPUCache,
Numbers,com.apple.iWork.Numbers,cache-like-inside-support,4.3 MiB,4408,cache-like descendant,/Users/yaniv/Library/Containers/com.apple.iWork.Numbers/Data/Library/Caches,
Codex,com.openai.codex,cache-like,4.1 MiB,4192,bundle-id cache,/Users/yaniv/Library/Caches/com.openai.codex,
Claude,com.anthropic.claudefordesktop,cache-like,4.1 MiB,4148,bundle-id http storage,/Users/yaniv/Library/HTTPStorages/com.anthropic.claudefordesktop,
Telegram,ru.keepcoder.Telegram,cache-like-inside-support,4.1 MiB,4148,cache-like descendant,/Users/yaniv/Library/Containers/ru.keepcoder.Telegram/Data/Library/HTTPStorages,
ChatGPT Atlas,com.openai.atlas,cache-like,4.1 MiB,4148,bundle-id http storage,/Users/yaniv/Library/HTTPStorages/com.openai.atlas,
Scroll Reverser,com.pilotmoon.scroll-reverser,cache-like,4.0 MiB,4136,bundle-id http storage,/Users/yaniv/Library/HTTPStorages/com.pilotmoon.scroll-reverser,
Microsoft Outlook,com.microsoft.Outlook,cache-like-inside-support,4.0 MiB,4136,cache-like descendant,/Users/yaniv/Library/Containers/com.microsoft.Outlook/Data/Library/HTTPStorages,
Code - Insiders,com.microsoft.VSCodeInsiders,cache-like-inside-support,3.9 MiB,4008,cache-like descendant,/Users/yaniv/Library/Application Support/Code - Insiders/logs,
Code,com.microsoft.VSCode,cache-like-inside-support,3.9 MiB,3972,cache-like descendant,/Users/yaniv/Library/Application Support/Code/Service Worker/ScriptCache,
Keynote,com.apple.iWork.Keynote,cache-like-inside-support,3.8 MiB,3936,cache-like descendant,/Users/yaniv/Library/Containers/com.apple.iWork.Keynote/Data/Library/Caches,
Keynote,com.apple.iWork.Keynote,support/container,3.8 MiB,3884,bundle-id container,/Users/yaniv/Library/Containers/com.apple.iWork.Keynote,
Opera,com.operasoftware.Opera,cache-like-inside-support,3.7 MiB,3820,cache-like descendant,/Users/yaniv/Library/Application Support/com.operasoftware.Opera/Service Worker/ScriptCache,
Pages,com.apple.iWork.Pages,cache-like-inside-support,3.7 MiB,3804,cache-like descendant,/Users/yaniv/Library/Containers/com.apple.iWork.Pages/Data/Library/Caches,
Google Chrome,com.google.Chrome,cache-like-inside-support,3.7 MiB,3768,cache-like descendant,/Users/yaniv/Library/Application Support/Google/Chrome/Default/WebStorage/583/CacheStorage,
ChatGPT,com.openai.chat,support/container,3.6 MiB,3708,bundle-id support,/Users/yaniv/Library/Application Support/com.openai.chat,
Sublime Text,com.sublimetext.4,cache-like,3.6 MiB,3672,bundle-id cache,/Users/yaniv/Library/Caches/com.sublimetext.4,
OBS Studio,com.obsproject.obs-studio,support/container,3.6 MiB,3664,app-name exact,/Users/yaniv/Library/Application Support/OBS-Studio,
OBS Studio,com.obsproject.obs-studio,support/container,3.6 MiB,3664,safe fuzzy exact/segment match,/Users/yaniv/Library/Application Support/obs-studio,
Gemini,com.google.GeminiMacOS,cache-like,3.4 MiB,3468,bundle-id cache,/Users/yaniv/Library/Caches/com.google.GeminiMacOS,
Comet,ai.perplexity.comet,cache-like-inside-support,3.3 MiB,3404,cache-like descendant,/Users/yaniv/Library/Application Support/Comet/Default/Shared Dictionary/cache,
Code,com.microsoft.VSCode,cache-like-inside-support,3.1 MiB,3208,cache-like descendant,/Users/yaniv/Library/Application Support/Code/WebStorage/364/CacheStorage,
Commander One,com.eltima.cmd1.mas,cache-like-inside-support,3.1 MiB,3164,cache-like descendant,/Users/yaniv/Library/Containers/com.eltima.cmd1.mas/Data/Library/Caches,
Arc,company.thebrowser.Browser,cache-like,3.1 MiB,3124,bundle-id http storage,/Users/yaniv/Library/HTTPStorages/company.thebrowser.Browser,
ChatGPT,com.openai.chat,cache-like,3.1 MiB,3124,bundle-id http storage,/Users/yaniv/Library/HTTPStorages/com.openai.chat,
iTerm2,com.googlecode.iterm2,cache-like,3.1 MiB,3124,bundle-id http storage,/Users/yaniv/Library/HTTPStorages/com.googlecode.iterm2,
Copilot,com.microsoft.copilot-mac,cache-like-inside-support,3.0 MiB,3112,cache-like descendant,/Users/yaniv/Library/Containers/com.microsoft.copilot-mac/Data/Library/HTTPStorages,
Commander One,com.eltima.cmd1.mas,cache-like-inside-support,3.0 MiB,3112,cache-like descendant,/Users/yaniv/Library/Containers/com.eltima.cmd1.mas/Data/Library/HTTPStorages,
Azure Data Studio,com.azuredatastudio.oss,cache-like-inside-support,3.0 MiB,3112,cache-like descendant,/Users/yaniv/Library/Application Support/azuredatastudio/Cache,
Codex,com.openai.codex,cache-like,3.0 MiB,3112,bundle-id http storage,/Users/yaniv/Library/HTTPStorages/com.openai.codex,
Claude,com.anthropic.claudefordesktop,cache-like-inside-support,2.9 MiB,3012,cache-like descendant,/Users/yaniv/Library/Application Support/Claude/Code Cache,
Caffeine,com.intelliscapesolutions.caffeine,cache-like,2.8 MiB,2916,bundle-id cache,/Users/yaniv/Library/Caches/com.intelliscapesolutions.caffeine,
Arc,company.thebrowser.Browser,cache-like-inside-support,2.8 MiB,2832,cache-like descendant,/Users/yaniv/Library/Application Support/Arc/User Data/Default/WebStorage/77/CacheStorage,
ChatGPT Atlas,com.openai.atlas,cache-like-inside-support,2.7 MiB,2764,cache-like descendant,/Users/yaniv/Library/Application Support/com.openai.atlas/browser-data/host/user-fMxwuymNjvjEkjNFV9I9nGez__d16322da-45b7-4b7e-a1d9-318b0a3bff67/Service Worker/ScriptCache,
Cursor,com.todesktop.230313mzl4w4u92,cache-like-inside-support,2.7 MiB,2724,cache-like descendant,/Users/yaniv/Library/Application Support/Cursor/CachedProfilesData,
Microsoft Outlook,com.microsoft.Outlook,cache-like-inside-support,2.6 MiB,2632,cache-like descendant,/Users/yaniv/Library/Containers/com.microsoft.Outlook/Data/Library/Caches,
LastPass,com.lastpass.lastpassmacdesktop,cache-like,2.6 MiB,2628,bundle-id webkit,/Users/yaniv/Library/WebKit/com.lastpass.lastpassmacdesktop,
Copilot,com.microsoft.copilot-mac,cache-like-inside-support,2.5 MiB,2584,cache-like descendant,/Users/yaniv/Library/Containers/com.microsoft.copilot-mac/Data/Library/Caches,
iTerm2,com.googlecode.iterm2,cache-like,2.4 MiB,2436,bundle-id cache,/Users/yaniv/Library/Caches/com.googlecode.iterm2,
Code - Insiders,com.microsoft.VSCodeInsiders,cache-like,2.3 MiB,2320,bundle-id cache,/Users/yaniv/Library/Caches/com.microsoft.VSCodeInsiders,
Code,com.microsoft.VSCode,cache-like-inside-support,2.3 MiB,2316,cache-like descendant,/Users/yaniv/Library/Application Support/Code/Crashpad,
Commander One,com.eltima.cmd1.mas,cache-like-inside-support,2.2 MiB,2280,cache-like descendant,/Users/yaniv/Library/Containers/com.eltima.cmd1.mas/Data/Library/Logs,
LM Studio,ai.elementlabs.lmstudio,support/container,2.2 MiB,2248,safe fuzzy exact/segment match,/Users/yaniv/Library/Application Support/LM Studio,
Google Chrome Canary,com.google.Chrome.canary,cache-like-inside-support,2.1 MiB,2156,cache-like descendant,/Users/yaniv/Library/Application Support/Google/Chrome Canary/Crashpad,
pgAdmin 4,org.pgadmin.pgadmin4,support/container,2.1 MiB,2156,safe fuzzy exact/segment match,/Users/yaniv/Library/Application Support/pgAdmin 4,
Docker,com.docker.docker,cache-like,2.1 MiB,2140,bundle-id cache,/Users/yaniv/Library/Caches/com.docker.docker,
Claude,com.anthropic.claudefordesktop,cache-like,2.1 MiB,2132,bundle-id cache,/Users/yaniv/Library/Caches/com.anthropic.claudefordesktop,
Windows App,com.microsoft.rdc.macos,cache-like-inside-support,2.1 MiB,2132,cache-like descendant,/Users/yaniv/Library/Containers/com.microsoft.rdc.macos/Data/Library/Caches,
Code,com.microsoft.VSCode,cache-like,2.0 MiB,2088,bundle-id http storage,/Users/yaniv/Library/HTTPStorages/com.microsoft.VSCode,
Sonos,com.sonos.macController2,cache-like,2.0 MiB,2088,bundle-id http storage,/Users/yaniv/Library/HTTPStorages/com.sonos.macController2,
Microsoft Word,com.microsoft.Word,cache-like-inside-support,2.0 MiB,2088,cache-like descendant,/Users/yaniv/Library/Containers/com.microsoft.Word/Data/Library/HTTPStorages,
zoom.us,us.zoom.xos,cache-like,2.0 MiB,2088,safe fuzzy exact/segment match,/Users/yaniv/Library/HTTPStorages/us.zoom.xos,
Brave Browser,com.brave.Browser,cache-like,2.0 MiB,2088,bundle-id http storage,/Users/yaniv/Library/HTTPStorages/com.brave.Browser,
Google Chrome,com.google.Chrome,cache-like-inside-support,2.0 MiB,2012,cache-like descendant,/Users/yaniv/Library/Application Support/Google/Chrome/Profile 2/Service Worker/CacheStorage,
Code - Insiders,com.microsoft.VSCodeInsiders,cache-like-inside-support,1.8 MiB,1888,cache-like descendant,/Users/yaniv/Library/Application Support/Code - Insiders/Service Worker/ScriptCache,
Microsoft Edge,com.microsoft.edgemac,cache-like,1.8 MiB,1848,bundle-id cache,/Users/yaniv/Library/Caches/com.microsoft.edgemac,
Cursor,com.todesktop.230313mzl4w4u92,cache-like-inside-support,1.7 MiB,1772,cache-like descendant,/Users/yaniv/Library/Application Support/Cursor/WebStorage/1/CacheStorage,
Code,com.microsoft.VSCode,cache-like-inside-support,1.6 MiB,1660,cache-like descendant,/Users/yaniv/Library/Application Support/Code/CachedExtensions,
LM Studio,ai.elementlabs.lmstudio,cache-like-inside-support,1.6 MiB,1608,cache-like descendant,/Users/yaniv/Library/Application Support/LM Studio/GPUCache,
Claude,com.anthropic.claudefordesktop,cache-like-inside-support,1.6 MiB,1608,cache-like descendant,/Users/yaniv/Library/Application Support/Claude/GPUCache,
Google Chrome,com.google.Chrome,cache-like-inside-support,1.6 MiB,1608,cache-like descendant,/Users/yaniv/Library/Application Support/Google/Chrome/Default/GrShaderCache,
ChatGPT Atlas,com.openai.atlas,cache-like-inside-support,1.6 MiB,1608,cache-like descendant,/Users/yaniv/Library/Application Support/com.openai.atlas/browser-data/host/user-fMxwuymNjvjEkjNFV9I9nGez__d16322da-45b7-4b7e-a1d9-318b0a3bff67/GPUCache,
Caffeine,com.intelliscapesolutions.caffeine,support/container,1.5 MiB,1580,bundle-id support,/Users/yaniv/Library/Application Support/com.intelliscapesolutions.caffeine,
Arc,company.thebrowser.Browser,cache-like,1.5 MiB,1512,bundle-id webkit,/Users/yaniv/Library/WebKit/company.thebrowser.Browser,
zoom.us,us.zoom.xos,cache-like,1.4 MiB,1476,safe fuzzy exact/segment match,/Users/yaniv/Library/WebKit/us.zoom.xos,
Microsoft Teams classic,com.microsoft.teams,cache-like-inside-support,1.4 MiB,1424,cache-like descendant,/Users/yaniv/Library/Application Support/Microsoft/Teams/Service Worker/ScriptCache,
Opera,com.operasoftware.Opera,cache-like-inside-support,1.3 MiB,1284,cache-like descendant,/Users/yaniv/Library/Application Support/com.operasoftware.Opera/Crash Reports,
Code,com.microsoft.VSCode,cache-like,1.2 MiB,1252,bundle-id cache,/Users/yaniv/Library/Caches/com.microsoft.VSCode,
Microsoft PowerPoint,com.microsoft.Powerpoint,cache-like-inside-support,1.2 MiB,1232,cache-like descendant,/Users/yaniv/Library/Containers/com.microsoft.Powerpoint/Data/Library/Caches,
Code,com.microsoft.VSCode,cache-like-inside-support,1.2 MiB,1188,cache-like descendant,/Users/yaniv/Library/Application Support/Code/CachedProfilesData,
Code - Insiders,com.microsoft.VSCodeInsiders,cache-like-inside-support,1.2 MiB,1184,cache-like descendant,/Users/yaniv/Library/Application Support/Code - Insiders/CachedProfilesData,
VLC,org.videolan.vlc,cache-like,1.1 MiB,1172,bundle-id cache,/Users/yaniv/Library/Caches/org.videolan.vlc,
Dropbox,com.getdropbox.dropbox,cache-like-inside-support,1.1 MiB,1144,cache-like descendant,/Users/yaniv/Library/Application Support/Dropbox/Partitions/dbid%3Aaab1m18shwr_-aqmejz_x4z9ikekmyzumqs/Cache,
CRAX Commander,pl.ewas.Crax,cache-like-inside-support,1.1 MiB,1124,cache-like descendant,/Users/yaniv/Library/Containers/pl.ewas.Crax/Data/Library/Logs,
Google Chrome,com.google.Chrome,cache-like-inside-support,1.1 MiB,1096,cache-like descendant,/Users/yaniv/Library/Application Support/Google/Chrome/ShaderCache,
Google Chrome Canary,com.google.Chrome.canary,cache-like-inside-support,1.1 MiB,1096,cache-like descendant,/Users/yaniv/Library/Application Support/Google/Chrome Canary/ShaderCache,
Google Chrome,com.google.Chrome,cache-like-inside-support,1.0 MiB,1068,cache-like descendant,/Users/yaniv/Library/Application Support/Google/Chrome/Default/WebStorage/1240/CacheStorage,
Spotify,com.spotify.client,cache-like,1.0 MiB,1064,bundle-id http storage,/Users/yaniv/Library/HTTPStorages/com.spotify.client,
OBS Studio,com.obsproject.obs-studio,cache-like,936.0 KiB,936,bundle-id http storage,/Users/yaniv/Library/HTTPStorages/com.obsproject.obs-studio,
NTFS for Mac,com.paragon-software.ntfs.fsapp,cache-like,884.0 KiB,884,bundle-id cache,/Users/yaniv/Library/Caches/com.paragon-software.ntfs.fsapp,
Microsoft Edge,com.microsoft.edgemac,cache-like-inside-support,884.0 KiB,884,cache-like descendant,/Users/yaniv/Library/Application Support/Microsoft Edge/Default/Sync Data/Logs,
Cursor,com.todesktop.230313mzl4w4u92,cache-like,852.0 KiB,852,bundle-id cache,/Users/yaniv/Library/Caches/com.todesktop.230313mzl4w4u92,
Code - Insiders,com.microsoft.VSCodeInsiders,cache-like-inside-support,772.0 KiB,772,cache-like descendant,/Users/yaniv/Library/Application Support/Code - Insiders/Crashpad,
Firefox,org.mozilla.firefox,cache-like-inside-support,772.0 KiB,772,cache-like descendant,/Users/yaniv/Library/Application Support/firefox/Profiles/qycfcm3j.default-release-1711720831586/weave/logs,
Firefox,org.mozilla.firefox,cache-like-inside-support,772.0 KiB,772,cache-like descendant,/Users/yaniv/Library/Application Support/Firefox/Profiles/qycfcm3j.default-release-1711720831586/weave/logs,
Caffeine,com.intelliscapesolutions.caffeine,cache-like,756.0 KiB,756,bundle-id http storage,/Users/yaniv/Library/HTTPStorages/com.intelliscapesolutions.caffeine,
Code - Insiders,com.microsoft.VSCodeInsiders,cache-like-inside-support,740.0 KiB,740,cache-like descendant,/Users/yaniv/Library/Application Support/Code - Insiders/CachedExtensions,
GitHub Desktop,com.github.GitHubClient,support/container,732.0 KiB,732,safe fuzzy exact/segment match,/Users/yaniv/Library/Application Support/GitHub Desktop,
Azure Data Studio,com.azuredatastudio.oss,cache-like-inside-support,724.0 KiB,724,cache-like descendant,/Users/yaniv/Library/Application Support/azuredatastudio/logs,
Microsoft Word,com.microsoft.Word,cache-like-inside-support,716.0 KiB,716,cache-like descendant,/Users/yaniv/Library/Containers/com.microsoft.Word/Data/Library/Application Support/Microsoft/GraphicsCache,
Microsoft Edge,com.microsoft.edgemac,cache-like,704.0 KiB,704,bundle-id webkit,/Users/yaniv/Library/WebKit/com.microsoft.edgemac,
NTFS for Mac,com.paragon-software.ntfs.fsapp,cache-like,684.0 KiB,684,bundle-id webkit,/Users/yaniv/Library/WebKit/com.paragon-software.ntfs.fsapp,
Google Chrome Canary,com.google.Chrome.canary,cache-like-inside-support,684.0 KiB,684,cache-like descendant,/Users/yaniv/Library/Application Support/Google/Chrome Canary/Profile 2/Shared Dictionary/cache,
Google Chrome Canary,com.google.Chrome.canary,cache-like-inside-support,684.0 KiB,684,cache-like descendant,/Users/yaniv/Library/Application Support/Google/Chrome Canary/Profile 1/Shared Dictionary/cache,
Gemini,com.google.GeminiMacOS,support/container,668.0 KiB,668,bundle-id support,/Users/yaniv/Library/Application Support/com.google.GeminiMacOS,
Cursor,com.todesktop.230313mzl4w4u92,cache-like-inside-support,660.0 KiB,660,cache-like descendant,/Users/yaniv/Library/Application Support/Cursor/logs,
Azure Data Studio,com.azuredatastudio.oss,support/container,652.0 KiB,652,safe fuzzy exact/segment match,/Users/yaniv/Library/Application Support/azuredatastudio,
Microsoft Excel,com.microsoft.Excel,cache-like-inside-support,640.0 KiB,640,cache-like descendant,/Users/yaniv/Library/Containers/com.microsoft.Excel/Data/Library/WebKit,
VLC,org.videolan.vlc,cache-like,616.0 KiB,616,bundle-id http storage,/Users/yaniv/Library/HTTPStorages/org.videolan.vlc,
Code - Insiders,com.microsoft.VSCodeInsiders,cache-like,616.0 KiB,616,bundle-id http storage,/Users/yaniv/Library/HTTPStorages/com.microsoft.VSCodeInsiders,
Windows App,com.microsoft.rdc.macos,cache-like-inside-support,616.0 KiB,616,cache-like descendant,/Users/yaniv/Library/Containers/com.microsoft.rdc.macos/Data/Library/HTTPStorages,
Microsoft PowerPoint,com.microsoft.Powerpoint,cache-like-inside-support,616.0 KiB,616,cache-like descendant,/Users/yaniv/Library/Containers/com.microsoft.Powerpoint/Data/Library/WebKit,
MenuMeters,com.yujitach.MenuMeters,cache-like,616.0 KiB,616,bundle-id http storage,/Users/yaniv/Library/HTTPStorages/com.yujitach.MenuMeters,
Google Chrome,com.google.Chrome,cache-like-inside-support,600.0 KiB,600,cache-like descendant,/Users/yaniv/Library/Application Support/Google/Chrome/Default/Default/Service Worker/ScriptCache,
GitHub Desktop,com.github.GitHubClient,cache-like,596.0 KiB,596,bundle-id cache,/Users/yaniv/Library/Caches/com.github.GitHubClient,
Azure Data Studio,com.azuredatastudio.oss,cache-like,596.0 KiB,596,bundle-id cache,/Users/yaniv/Library/Caches/com.azuredatastudio.oss,
Copilot,com.microsoft.copilot-mac,cache-like-inside-support,592.0 KiB,592,cache-like descendant,/Users/yaniv/Library/Containers/com.microsoft.copilot-mac/Data/Library/WebKit,
Codex,com.openai.codex,support/container,584.0 KiB,584,safe fuzzy exact/segment match,/Users/yaniv/Library/Application Support/Codex,
Telegram,ru.keepcoder.Telegram,cache-like-inside-support,576.0 KiB,576,cache-like descendant,/Users/yaniv/Library/Containers/ru.keepcoder.Telegram/Data/Library/WebKit,
Arc,company.thebrowser.Browser,support/container,564.0 KiB,564,safe fuzzy exact/segment match,/Users/yaniv/Library/Application Support/firestore/Arc,
Microsoft Word,com.microsoft.Word,cache-like-inside-support,552.0 KiB,552,cache-like descendant,/Users/yaniv/Library/Containers/com.microsoft.Word/Data/Library/WebKit,
Microsoft PowerPoint,com.microsoft.Powerpoint,cache-like-inside-support,552.0 KiB,552,cache-like descendant,/Users/yaniv/Library/Containers/com.microsoft.Powerpoint/Data/Library/HTTPStorages,
Microsoft Teams classic,com.microsoft.teams,cache-like-inside-support,548.0 KiB,548,cache-like descendant,/Users/yaniv/Library/Application Support/Microsoft/Teams/GPUCache,
Code,com.microsoft.VSCode,cache-like-inside-support,548.0 KiB,548,cache-like descendant,/Users/yaniv/Library/Application Support/Code/DawnGraphiteCache,
Code,com.microsoft.VSCode,cache-like-inside-support,548.0 KiB,548,cache-like descendant,/Users/yaniv/Library/Application Support/Code/DawnCache,
Code,com.microsoft.VSCode,cache-like-inside-support,548.0 KiB,548,cache-like descendant,/Users/yaniv/Library/Application Support/Code/DawnWebGPUCache,
Dia,company.thebrowser.dia,cache-like-inside-support,548.0 KiB,548,cache-like descendant,/Users/yaniv/Library/Application Support/Dia/User Data/ShaderCache,
Dia,company.thebrowser.dia,cache-like-inside-support,548.0 KiB,548,cache-like descendant,/Users/yaniv/Library/Application Support/Dia/User Data/Profile 2/DawnGraphiteCache,
Dia,company.thebrowser.dia,cache-like-inside-support,548.0 KiB,548,cache-like descendant,/Users/yaniv/Library/Application Support/Dia/User Data/Profile 1/GPUCache,
Dia,company.thebrowser.dia,cache-like-inside-support,548.0 KiB,548,cache-like descendant,/Users/yaniv/Library/Application Support/Dia/User Data/Profile 3/DawnGraphiteCache,
Dia,company.thebrowser.dia,cache-like-inside-support,548.0 KiB,548,cache-like descendant,/Users/yaniv/Library/Application Support/Dia/User Data/Profile 2/DawnWebGPUCache,
Dia,company.thebrowser.dia,cache-like-inside-support,548.0 KiB,548,cache-like descendant,/Users/yaniv/Library/Application Support/Dia/User Data/Profile 1/DawnGraphiteCache,
Dia,company.thebrowser.dia,cache-like-inside-support,548.0 KiB,548,cache-like descendant,/Users/yaniv/Library/Application Support/Dia/User Data/Default/DawnGraphiteCache,
Dia,company.thebrowser.dia,cache-like-inside-support,548.0 KiB,548,cache-like descendant,/Users/yaniv/Library/Application Support/Dia/User Data/Default/DawnWebGPUCache,
Dia,company.thebrowser.dia,cache-like-inside-support,548.0 KiB,548,cache-like descendant,/Users/yaniv/Library/Application Support/Dia/User Data/Profile 3/DawnWebGPUCache,
Dia,company.thebrowser.dia,cache-like-inside-support,548.0 KiB,548,cache-like descendant,/Users/yaniv/Library/Application Support/Dia/User Data/Profile 3/GPUCache,
Dia,company.thebrowser.dia,cache-like-inside-support,548.0 KiB,548,cache-like descendant,/Users/yaniv/Library/Application Support/Dia/User Data/Profile 2/GPUCache,
Dia,company.thebrowser.dia,cache-like-inside-support,548.0 KiB,548,cache-like descendant,/Users/yaniv/Library/Application Support/Dia/User Data/Default/GPUCache,
Dia,company.thebrowser.dia,cache-like-inside-support,548.0 KiB,548,cache-like descendant,/Users/yaniv/Library/Application Support/Dia/User Data/Profile 1/DawnWebGPUCache,
LM Studio,ai.elementlabs.lmstudio,cache-like-inside-support,548.0 KiB,548,cache-like descendant,/Users/yaniv/Library/Application Support/LM Studio/DawnWebGPUCache,
LM Studio,ai.elementlabs.lmstudio,cache-like-inside-support,548.0 KiB,548,cache-like descendant,/Users/yaniv/Library/Application Support/LM Studio/DawnGraphiteCache,
Claude,com.anthropic.claudefordesktop,cache-like-inside-support,548.0 KiB,548,cache-like descendant,/Users/yaniv/Library/Application Support/Claude/DawnWebGPUCache,
Claude,com.anthropic.claudefordesktop,cache-like-inside-support,548.0 KiB,548,cache-like descendant,/Users/yaniv/Library/Application Support/Claude/DawnGraphiteCache,
Google Chrome,com.google.Chrome,cache-like-inside-support,548.0 KiB,548,cache-like descendant,/Users/yaniv/Library/Application Support/Google/Chrome/GraphiteDawnCache,
Google Chrome,com.google.Chrome,cache-like-inside-support,548.0 KiB,548,cache-like descendant,/Users/yaniv/Library/Application Support/Google/Chrome/GrShaderCache,
Google Chrome,com.google.Chrome,cache-like-inside-support,548.0 KiB,548,cache-like descendant,/Users/yaniv/Library/Application Support/Google/Chrome/Profile 1/DawnGraphiteCache,
Google Chrome,com.google.Chrome,cache-like-inside-support,548.0 KiB,548,cache-like descendant,/Users/yaniv/Library/Application Support/Google/Chrome/Default/GPUCache,
Google Chrome,com.google.Chrome,cache-like-inside-support,548.0 KiB,548,cache-like descendant,/Users/yaniv/Library/Application Support/Google/Chrome/Profile 2/DawnGraphiteCache,
Google Chrome,com.google.Chrome,cache-like-inside-support,548.0 KiB,548,cache-like descendant,/Users/yaniv/Library/Application Support/Google/Chrome/Profile 1/GPUCache,
Google Chrome,com.google.Chrome,cache-like-inside-support,548.0 KiB,548,cache-like descendant,/Users/yaniv/Library/Application Support/Google/Chrome/Profile 1/DawnCache,
Google Chrome,com.google.Chrome,cache-like-inside-support,548.0 KiB,548,cache-like descendant,/Users/yaniv/Library/Application Support/Google/Chrome/Default/DawnCache,
Google Chrome,com.google.Chrome,cache-like-inside-support,548.0 KiB,548,cache-like descendant,/Users/yaniv/Library/Application Support/Google/Chrome/Profile 1/DawnWebGPUCache,
Google Chrome,com.google.Chrome,cache-like-inside-support,548.0 KiB,548,cache-like descendant,/Users/yaniv/Library/Application Support/Google/Chrome/Default/DawnWebGPUCache,
Google Chrome,com.google.Chrome,cache-like-inside-support,548.0 KiB,548,cache-like descendant,/Users/yaniv/Library/Application Support/Google/Chrome/Guest Profile/GPUCache,
Google Chrome,com.google.Chrome,cache-like-inside-support,548.0 KiB,548,cache-like descendant,/Users/yaniv/Library/Application Support/Google/Chrome/Profile 2/DawnCache,
Google Chrome,com.google.Chrome,cache-like-inside-support,548.0 KiB,548,cache-like descendant,/Users/yaniv/Library/Application Support/Google/Chrome/Default/DawnGraphiteCache,
Google Chrome,com.google.Chrome,cache-like-inside-support,548.0 KiB,548,cache-like descendant,/Users/yaniv/Library/Application Support/Google/Chrome/Default/ShaderCache,
Google Chrome,com.google.Chrome,cache-like-inside-support,548.0 KiB,548,cache-like descendant,/Users/yaniv/Library/Application Support/Google/Chrome/Profile 2/GPUCache,
